user_key,rt_source,weight
4ever1937,Kasparov63,1
4ever1937,KatasonovaMaria,1
4ever1937,dansenor,1
4ever1937,gabeschoenfeld,1
4ever1937,politico,1
4ever1937,rabid_child,1
4mysquad,DrJillStein,1
4mysquad,GunterGSharp,1
4mysquad,JeanetteJing,1
4mysquad,Phil_Lewis_,1
4mysquad,djiboutique,1
4mysquad,jjack9400,1
6druz,NevskyAlexandr,1
6druz,RomaAcorn,1
6druz,a_malahov,1
6druz,realDonaldTrump,1
6druz,tina_kandelaki,1
_billy_moyer_,patrick_hostis,1
_nickluna_,1FishingGoddess,1
_nickluna_,2ALAW,1
_nickluna_,4elissab,1
_nickluna_,AC360,1
_nickluna_,ACommonSenseWay,1
_nickluna_,AIIAmericanGirI,2
_nickluna_,AZPatriot01,1
_nickluna_,AbnInfVet,1
_nickluna_,AgendaOfEvil,1
_nickluna_,AlRobins2015,1
_nickluna_,AllRepublicans,1
_nickluna_,Always_Trump,1
_nickluna_,America_1st_,1
_nickluna_,AmericanMex067,1
_nickluna_,AmyMek,1
_nickluna_,AnnCoulter,2
_nickluna_,AnthonyVVeiner,1
_nickluna_,ArcticFox2016,1
_nickluna_,BTeboe,1
_nickluna_,BayShoreIsHome,1
_nickluna_,BestRDSP,1
_nickluna_,Beth4Freedom,1
_nickluna_,Bidenshairplugz,1
_nickluna_,BourgelasJen,1
_nickluna_,CBSNews,1
_nickluna_,CLARITY1963,1
_nickluna_,CUBASIKASTRONO,1
_nickluna_,Callisto1947,1
_nickluna_,CarmineZozzora,1
_nickluna_,CastingBallot,1
_nickluna_,Cernovich,1
_nickluna_,CherryFyre,1
_nickluna_,ChristiChat,1
_nickluna_,ChristieC733,1
_nickluna_,CodeAud,1
_nickluna_,ColbyST1,1
_nickluna_,CooknCooks,1
_nickluna_,CounterJihadUS,1
_nickluna_,DRUDGE_REPORT,1
_nickluna_,D_Dextra,1
_nickluna_,DanScavino,2
_nickluna_,Darren32895836,1
_nickluna_,Democrat_4Trump,3
_nickluna_,EnterQuotes,1
_nickluna_,EntheosShines,1
_nickluna_,Etherkat,1
_nickluna_,FLNJ312,1
_nickluna_,FaithBased92,1
_nickluna_,FiveRights,2
_nickluna_,Flufferstuff,1
_nickluna_,FoxNews,3
_nickluna_,FranCifelli,1
_nickluna_,FreeBeacon,1
_nickluna_,GarrettSimpson_,2
_nickluna_,GartrellLinda,1
_nickluna_,Ginlefebvre,1
_nickluna_,GiselleEvns,1
_nickluna_,GoldStarMomTX55,1
_nickluna_,GregJaye,3
_nickluna_,GrrrGraphics,1
_nickluna_,HEYWALIO21,1
_nickluna_,HahnAmerica,1
_nickluna_,HalleyBorderCol,2
_nickluna_,HillaryClinton,1
_nickluna_,HillaryLostMe,1
_nickluna_,HomerWhite,1
_nickluna_,HossReynolds,1
_nickluna_,HouseCracka,1
_nickluna_,IAmJohnSparks,2
_nickluna_,InGodIDoTrust,6
_nickluna_,Inforwarrior2,1
_nickluna_,Ivorysnow3567,1
_nickluna_,JCRaskaus,1
_nickluna_,JackBPR,1
_nickluna_,JamesOKeefeIII,1
_nickluna_,Janetlarose1,1
_nickluna_,JeffSanchezz,2
_nickluna_,JohnKStahlUSA,3
_nickluna_,JohnTurscak,1
_nickluna_,Jude_Lamb,1
_nickluna_,Judianna,1
_nickluna_,KellyannePolls,2
_nickluna_,KimJ1011,1
_nickluna_,KinMapper,1
_nickluna_,KurtSchlichter,1
_nickluna_,KyleWRowley,1
_nickluna_,LSUJEFF,1
_nickluna_,Lagartija_Nix,1
_nickluna_,Larryputt,2
_nickluna_,LatestAnonNews,1
_nickluna_,LauraWalkerKC,1
_nickluna_,LeroyLovesUSA,3
_nickluna_,LibertyBell1000,1
_nickluna_,LibertysFreedom,1
_nickluna_,Liljunjon,1
_nickluna_,LisaVikingstad,1
_nickluna_,Liz_Cheney,1
_nickluna_,Logan_WhatsUp,1
_nickluna_,LordKnighticus,1
_nickluna_,LorenzoCastane3,1
_nickluna_,LouDobbs,1
_nickluna_,MDidaskalos,1
_nickluna_,Maria1Florida1,1
_nickluna_,MarissaImStrong,1
_nickluna_,MarkAlmost,6
_nickluna_,MarkSKrikorian,1
_nickluna_,McDebida,1
_nickluna_,MiceeMouse,1
_nickluna_,MikeBates,1
_nickluna_,Mil0Blake,1
_nickluna_,MkSpeaksHisMind,2
_nickluna_,MooAnn64,1
_nickluna_,MuNcH1Ez,1
_nickluna_,NoPrisoners08,1
_nickluna_,NolteNC,1
_nickluna_,NozNewz_com,1
_nickluna_,NubianAwakening,1
_nickluna_,OnMessageForHer,1
_nickluna_,P0TUSTrump,1
_nickluna_,PJStrikeForce,1
_nickluna_,PVeritas_Action,1
_nickluna_,PamelaGeller,1
_nickluna_,PatDollard,5
_nickluna_,PatriotBlake,2
_nickluna_,PeterAlexander,1
_nickluna_,Portosj81J,1
_nickluna_,PriceForPierce,2
_nickluna_,PrisonPlanet,1
_nickluna_,RT_com,1
_nickluna_,Raphael_Don_,2
_nickluna_,RealDJTrumpTeam,1
_nickluna_,RedNationRising,1
_nickluna_,RepublicanChick,1
_nickluna_,RichardWeaving,1
_nickluna_,RiverronE,2
_nickluna_,Roark__,1
_nickluna_,Robertfata1,1
_nickluna_,RyanMaxwell_1,4
_nickluna_,STRONG_OPED,1
_nickluna_,S_T_O_P_TERROR,1
_nickluna_,SammyJr07,1
_nickluna_,SchottMama,1
_nickluna_,ScottPresler,1
_nickluna_,SebGorka,1
_nickluna_,Ssmfarley777,1
_nickluna_,Stanley_Cox_,2
_nickluna_,StatesPoll,1
_nickluna_,Stevenwhirsch99,3
_nickluna_,Sue_Brown,1
_nickluna_,SusaYung,1
_nickluna_,TEN_GOP,1
_nickluna_,TRUMPMOVEMENTUS,1
_nickluna_,TeamTrump,5
_nickluna_,TedJoy71,1
_nickluna_,TerryBPark1,1
_nickluna_,TheCoffeeQueen2,1
_nickluna_,TheLastRefuge2,1
_nickluna_,TheRebelTV,1
_nickluna_,TheRickWilson,1
_nickluna_,The_Anti_Fox,2
_nickluna_,Third_Position,1
_nickluna_,Tom_Francois,1
_nickluna_,TorstenSjoberg,1
_nickluna_,TroyBlayne,1
_nickluna_,TrumpPassion16,1
_nickluna_,TrumpVolume,1
_nickluna_,USAHipster,1
_nickluna_,US_Army_Vet,2
_nickluna_,VA_GOP,1
_nickluna_,Vote4Life2016,1
_nickluna_,VoteTrumpPics,2
_nickluna_,WDFx2EU7,2
_nickluna_,WDFx2EU8,2
_nickluna_,WayneDupreeShow,2
_nickluna_,WeNeedHillary,1
_nickluna_,_HankRearden,1
_nickluna_,_Makada_,1
_nickluna_,_Proud_American,1
_nickluna_,akawhit1,1
_nickluna_,albybrava,2
_nickluna_,amrightnow,1
_nickluna_,anonymityone,1
_nickluna_,anthony76730120,1
_nickluna_,asamjulian,2
_nickluna_,avermillion,1
_nickluna_,basedmattforney,1
_nickluna_,beny_benson,1
_nickluna_,bfraser747,3
_nickluna_,blaubok,1
_nickluna_,bluestwocents,1
_nickluna_,brunelldonald,1
_nickluna_,cathydit,1
_nickluna_,ceasarishome,1
_nickluna_,clairlemon,1
_nickluna_,commonpatriot,1
_nickluna_,cristinalaila1,1
_nickluna_,daxtonbrown,1
_nickluna_,debraraes,1
_nickluna_,debraslack,1
_nickluna_,dexton7,1
_nickluna_,dixiefortrump,1
_nickluna_,dkm177,1
_nickluna_,dmartosko,1
_nickluna_,donald_j_durden,1
_nickluna_,dosdelimas,1
_nickluna_,dpdp303,1
_nickluna_,drginareghetti,1
_nickluna_,drscott_atlanta,1
_nickluna_,fairNtrue,1
_nickluna_,farai,1
_nickluna_,galanfink,1
_nickluna_,gerfingerpoken,5
_nickluna_,gerfingerpoken2,1
_nickluna_,hale_razor,1
_nickluna_,hectormorenco,1
_nickluna_,heyits_toby,1
_nickluna_,hollandpatrickk,1
_nickluna_,hughhewitt,1
_nickluna_,hyddrox,1
_nickluna_,iResistAll,1
_nickluna_,immigrant4trump,2
_nickluna_,instapundit,1
_nickluna_,ipscone,1
_nickluna_,jackson3pack,1
_nickluna_,jamieleecurtis,1
_nickluna_,jbmesser53,3
_nickluna_,jefflcohen,1
_nickluna_,jerome_corsi,2
_nickluna_,jewishalways,2
_nickluna_,joeyyeo13,1
_nickluna_,jonhabart,1
_nickluna_,jstines3,1
_nickluna_,justonepatriot,1
_nickluna_,koupdetat,1
_nickluna_,kttk234567,1
_nickluna_,kvictoria1103,1
_nickluna_,ladymacbeth1212,1
_nickluna_,lakewoodbob,1
_nickluna_,lalauraru777,1
_nickluna_,landofmind1,1
_nickluna_,lauracgilleslil,1
_nickluna_,lellygal,1
_nickluna_,leonpui_,1
_nickluna_,lookupfolks,1
_nickluna_,loremeltz,1
_nickluna_,lorischovanec,1
_nickluna_,lybr3,1
_nickluna_,maddezmom,1
_nickluna_,manny_ottawa,1
_nickluna_,marilynkj,1
_nickluna_,maryfloor,1
_nickluna_,mauriciod44,1
_nickluna_,michaelbeatty3,1
_nickluna_,missouriwolfman,1
_nickluna_,mitchellvii,2
_nickluna_,mtracey,1
_nickluna_,mzee26,1
_nickluna_,newtgingrich,1
_nickluna_,nolefan01,1
_nickluna_,normagenie,1
_nickluna_,nycsouthpaw,1
_nickluna_,ophidianpilot,1
_nickluna_,pastormarkburns,1
_nickluna_,paxdickinson,1
_nickluna_,powerglobalus,1
_nickluna_,prospectia,1
_nickluna_,pulpark,1
_nickluna_,pupiczech,1
_nickluna_,realDonaldTrump,7
_nickluna_,realFirearms,2
_nickluna_,realJohnGibbs,1
_nickluna_,realkingrobbo,1
_nickluna_,remnantnews,1
_nickluna_,riogithief,1
_nickluna_,seanhannity,1
_nickluna_,sebastian1965,1
_nickluna_,sluggoD54,1
_nickluna_,ssullivan315,1
_nickluna_,stone2050,1
_nickluna_,tasteofaz,1
_nickluna_,tea0704,1
_nickluna_,teapartylive,1
_nickluna_,tedcruz,1
_nickluna_,thehill,1
_nickluna_,trumpquility1,2
_nickluna_,tvogvo,1
_nickluna_,uberyacht,1
_nickluna_,uncarich854,1
_nickluna_,usa2016election,1
_nickluna_,vasanna11,1
_nickluna_,wesntex,1
_nickluna_,worldgoneweird,1
_nickluna_,xBenJamminx,1
_nickluna_,yankeebrit77,1
_nickluna_,yessireeclay,1
_nickluna_,ync1994,1
_sashalapin,IntheNow_tweet,1
_sashalapin,RT_America,4
_sashalapin,RT_com,3
_sashalapin,The_Trump_Train,1
_sashalapin,WeNeedTrump,1
_sashalapin,realDonaldTrump,1
_sashalapin,zerohedge,1
aantiracist,ATLBlackStar,1
aantiracist,BleacherReport,1
aantiracist,DJ_LEGION_ONE,1
aantiracist,EPWVLaw,1
aantiracist,HipHopNewsOne,1
aantiracist,JamilSmith,1
aantiracist,JoyAnnReid,2
aantiracist,KelleyLCarter,1
aantiracist,LorenzaOrrin,1
aantiracist,MTVNews,1
aantiracist,MissJupiter1957,1
aantiracist,MotherJones,1
aantiracist,MsPackyetti,1
aantiracist,OANN,1
aantiracist,PeoplesReport,1
aantiracist,PostPolls,1
aantiracist,SherSpooner,1
aantiracist,TheDailyEdge,1
aantiracist,TheRevAl,1
aantiracist,TruthOuter,1
aantiracist,blicqer,4
aantiracist,djolder,1
aantiracist,docrocktex26,1
aantiracist,em2wice,1
aantiracist,fivefifths,1
aantiracist,justinjm1,1
aantiracist,kurteichenwald,1
aantiracist,paix120,1
aantiracist,pooter03,1
aantiracist,rolandsmartin,1
aantiracist,theintercept,1
aantiracist,trueblacknews,1
abigailssilk,ATHEIST_Blessed,1
abigailssilk,HassanMoKhan,1
abigailssilk,HeHasntTweeted,1
abigailssilk,LoLo_OOC,1
abigailssilk,MelvinSRoberts,1
abigailssilk,Michael_Oh2L,1
abigailssilk,PresidentJeffPJ,1
abigailssilk,Redlinesi10,1
abigailssilk,TaraSetmayer,1
abigailssilk,ginger621853,1
abigailssilk,mrmischiefnz,1
abigailssilk,randilynisin,1
abigailssilk,screechmonkey,1
acejinev,2DopeBoyz,1
acejinev,ABC,2
acejinev,Africanfighter,1
acejinev,BkSherm1,1
acejinev,BruceBartlett,1
acejinev,FiveThirtyEight,1
acejinev,GreenPartyUS,2
acejinev,HaroldItz,1
acejinev,HaroldWNelson,1
acejinev,HillaryClinton,2
acejinev,JamilSmith,1
acejinev,JuddLegum,1
acejinev,KeithOlbermann,1
acejinev,Kimberly124,1
acejinev,L4urynKing,1
acejinev,MoreAndAgain,1
acejinev,MrNegroMilitant,2
acejinev,OOsal,1
acejinev,RawStory,1
acejinev,RevBooksChi,1
acejinev,RichelleCarey,1
acejinev,SarahDnycity,1
acejinev,SenDanSullivan,1
acejinev,SocialIssueNews,1
acejinev,TherealTaraji,1
acejinev,TransGriot,1
acejinev,Wary12,1
acejinev,Xpressionable,1
acejinev,ZaidJilani,1
acejinev,angela_rye,1
acejinev,blackplanet,1
acejinev,blackrepublican,1
acejinev,blicqer,2
acejinev,brianstelter,1
acejinev,dagr8fm,1
acejinev,dcexaminer,1
acejinev,drmistercody,1
acejinev,drudgeheadlines,1
acejinev,es_snipes,1
acejinev,ggreenwald,1
acejinev,grahamgdogg,1
acejinev,igorvolsky,1
acejinev,indieeverythang,1
acejinev,jojokejohn,1
acejinev,jonfavs,1
acejinev,kurteichenwald,1
acejinev,laurie_hilliard,1
acejinev,leahmcelrath,1
acejinev,lifeandmorelife,1
acejinev,mosaicgraffiti,1
acejinev,nine_oh,2
acejinev,radicalhearts,1
acejinev,rolandsmartin,1
acejinev,sarahsophief,1
acejinev,sinfulweeknd,1
acejinev,tchop__StL,1
acejinev,timkmak,1
acejinev,turrbohirsch,1
acejinev,vicenews,1
adamchapmanjr,BLK_DIASPORAS,1
adamchapmanjr,BobSouth2012,1
adamchapmanjr,ChuckModi1,1
adamchapmanjr,Fusion,1
adamchapmanjr,HappilyNappily,1
adamchapmanjr,HotBlkCoffee,1
adamchapmanjr,JamilSmith,2
adamchapmanjr,JohnRMoffitt,1
adamchapmanjr,KeithOlbermann,1
adamchapmanjr,Ms_Brina,1
adamchapmanjr,Newsweek,1
adamchapmanjr,NicholsUprising,1
adamchapmanjr,POLITICOMag,1
adamchapmanjr,StopMassIncNet,1
adamchapmanjr,TalibKweli,1
adamchapmanjr,TransGriot,2
adamchapmanjr,Wu_Tang_Finance,1
adamchapmanjr,astridtv1,1
adamchapmanjr,blackplanet,1
adamchapmanjr,blicqer,2
adamchapmanjr,chanelpuke,1
adamchapmanjr,colbertlateshow,1
adamchapmanjr,darrensands,1
adamchapmanjr,djolder,1
adamchapmanjr,drumbeats4peace,1
adamchapmanjr,freeandclear1,1
adamchapmanjr,ggreenwald,1
adamchapmanjr,latimes,1
adamchapmanjr,limitlesskait,1
adamchapmanjr,paulnuttallukip,1
adamchapmanjr,promisedamutant,1
adamchapmanjr,rochelleriley,1
adamchapmanjr,thehill,1
adamchapmanjr,vj44,2
adrgreerr,AnandWrites,1
adrgreerr,BlackYouthProj,1
adrgreerr,JoyAnnReid,1
adrgreerr,Luvvie,1
adrgreerr,OANN,1
adrgreerr,TalibKweli,1
adrgreerr,TheFinalCall,1
adrgreerr,djolder,2
adrgreerr,evanasmith,2
adrgreerr,richardhine,1
adrgreerr,thehill,1
adrienne_gg,1losthillbilly,1
adrienne_gg,AndyHashtagger,1
adrienne_gg,AnnoGalactic,1
adrienne_gg,Born_To_DYE,1
adrienne_gg,ChrixMorgan,1
adrienne_gg,Gamiliell,1
adrienne_gg,Jarmadillos,1
adrienne_gg,KeswickPinhead,1
adrienne_gg,Latent_Fury,1
adrienne_gg,MauriceMichael,1
adrienne_gg,MelvinSRoberts,1
adrienne_gg,OnPirateSat,1
adrienne_gg,SandiBurkhart,1
adrienne_gg,SebastianBae,1
adrienne_gg,SeeDaneRun,1
adrienne_gg,TaraSetmayer,1
adrienne_gg,Thor_2000,1
adrienne_gg,TimKcomic,1
adrienne_gg,chiefplan1,1
adrienne_gg,effiekling,1
adrienne_gg,im_srishabh21,1
adrienne_gg,lyndseybell98,1
adrienne_gg,midnight,1
adrienne_gg,randilynisin,1
adrienne_gg,squatchdiary,1
adrienne_gg,stormynights10,1
adrienne_gg,therealezway,2
adrienne_gg,xNICKTAYLORx,1
aiden7757,AndyHashtagger,1
aiden7757,CumuloPhallus,2
aiden7757,DanaGeezus,1
aiden7757,Dreamweasel,1
aiden7757,Enjoneer01,1
aiden7757,FiveRights,1
aiden7757,GG70882020,1
aiden7757,GeffGefferson1,1
aiden7757,Jarmadillos,1
aiden7757,KipperNY42,1
aiden7757,LLCalrissian,1
aiden7757,Loca2733Mc,1
aiden7757,MelvinSRoberts,1
aiden7757,Nick_Pettigrew,1
aiden7757,PepeSupremist,1
aiden7757,SandiBurkhart,1
aiden7757,SugarGretel,1
aiden7757,T_Bonezzz_,1
aiden7757,Townsend_S_W,1
aiden7757,WHOAwhatthefuck,1
aiden7757,WhatIsJeopardy,1
aiden7757,WonderWoman934,1
aiden7757,chiefplan1,2
aiden7757,cynthiajones11,1
aiden7757,ddindy04,1
aiden7757,effiekling,1
aiden7757,im_srishabh21,1
aiden7757,kevin_m_hart,1
aiden7757,kuzco890,1
aiden7757,meyer2311,1
aiden7757,rhonlirob,1
aiden7757,samkalidi,1
aiden7757,stephens_pt,1
aiden7757,stormynights10,2
aiden7757,theTonyGee,1
aiden7757,theclobra,1
aiden7757,therealezway,1
aiden7757,tncomedy,1
aldrich420,1VoiceMatters,1
aldrich420,2late4bed,1
aldrich420,Bliss_Ville,1
aldrich420,DanScavino,1
aldrich420,DataBoots,1
aldrich420,DonaldJTrumpJr,2
aldrich420,DrienaSixto,1
aldrich420,GiselleEvns,1
aldrich420,InGodIDoTrust,5
aldrich420,Jenn_Abrams,1
aldrich420,McDebida,1
aldrich420,MichelleArry,1
aldrich420,PatDollard,1
aldrich420,RobManess,1
aldrich420,StatesPoll,1
aldrich420,Third_Position,1
aldrich420,TorstenSjoberg,1
aldrich420,UnPoliticalPrty,1
aldrich420,Youxia88,1
aldrich420,akawhit1,2
aldrich420,gerfingerpoken,3
aldrich420,mikandynothem,1
aldrich420,pcr241,1
aldrich420,pgpfoundation,1
aldrich420,sethweathers,1
aldrich420,wikileaks,1
alecmooooody,2016Opinion,1
alecmooooody,262MEBrown,1
alecmooooody,3yeAmHe,1
alecmooooody,ABCWorldNews,1
alecmooooody,APBusiness,1
alecmooooody,AchmarBinSchibi,1
alecmooooody,AdamParkhomenko,1
alecmooooody,AdamsFlaFan,1
alecmooooody,AdeleK8771,1
alecmooooody,Aframerica,1
alecmooooody,AirborneChick,1
alecmooooody,AliciaBeck20,1
alecmooooody,AmyDugan,1
alecmooooody,Annikaleia,1
alecmooooody,BBCRealityCheck,1
alecmooooody,Backstorymom1,2
alecmooooody,BeardedDre,1
alecmooooody,BeautyBind,1
alecmooooody,Bencjacobs,1
alecmooooody,Big6domino,1
alecmooooody,Bipartisanism,2
alecmooooody,Blackamazon,1
alecmooooody,Blavity,2
alecmooooody,BloombergTV,1
alecmooooody,Bluegirl_3,1
alecmooooody,BradleyOwen2,1
alecmooooody,BrianPaulStuart,1
alecmooooody,BrunoAmato_1,1
alecmooooody,CDZ_999,1
alecmooooody,CNN,1
alecmooooody,CNNPolitics,1
alecmooooody,CapehartJ,1
alecmooooody,CatholicDems,1
alecmooooody,CherokeeNative3,1
alecmooooody,CocoPazzo,1
alecmooooody,ColossILL,1
alecmooooody,CorrectRecord,1
alecmooooody,Crankyerma,1
alecmooooody,DCleaks_,1
alecmooooody,DLin71,1
alecmooooody,DRUDGE_REPORT,1
alecmooooody,DanniGeeNYC,1
alecmooooody,Davewellwisher,1
alecmooooody,DavidCornDC,1
alecmooooody,Deadlyalpaca,1
alecmooooody,DebbiDelicious,1
alecmooooody,DebiDkruse,1
alecmooooody,Delo_Taylor,1
alecmooooody,DemocraticLifer,2
alecmooooody,DrJasonJohnson,1
alecmooooody,DrJenGunter,1
alecmooooody,EdAsante77,1
alecmooooody,ElijahLowe43,1
alecmooooody,Eric_Jotkoff,1
alecmooooody,EuliEul,1
alecmooooody,ForQ2,1
alecmooooody,FoxNews,1
alecmooooody,Freeyourmindkid,1
alecmooooody,FuckBarrel_PAC,1
alecmooooody,GideonResnick,1
alecmooooody,GottiLavida,1
alecmooooody,GrooveSDC,1
alecmooooody,Gus_802,1
alecmooooody,HalloweenBlogs,1
alecmooooody,HarvardBiz,1
alecmooooody,HawaiiDelilah,1
alecmooooody,HeerJeet,1
alecmooooody,HillaryClinton,3
alecmooooody,Honey17011,1
alecmooooody,HotLiberalGuy,1
alecmooooody,HumanRtsV,1
alecmooooody,HunterHRC2016,1
alecmooooody,HuskyBro_Inc,1
alecmooooody,JRKiefer1,1
alecmooooody,JRehling,1
alecmooooody,JSavoly,1
alecmooooody,JamesJordy,1
alecmooooody,JamilSmith,1
alecmooooody,JaniceGW,3
alecmooooody,JasonMillerinDC,1
alecmooooody,Jax6655,1
alecmooooody,JeanetteJing,1
alecmooooody,Jen_Marden,1
alecmooooody,JessieGorovitz,1
alecmooooody,JimDabakis,1
alecmooooody,JoeBiden,1
alecmooooody,JordanChariton,1
alecmooooody,JordanDane,1
alecmooooody,JoyAnnReid,2
alecmooooody,JustinRaimondo,1
alecmooooody,KaivanShroff,1
alecmooooody,Karoli,1
alecmooooody,KatMcKinley,1
alecmooooody,Kaygirl8Lawana,1
alecmooooody,KeithOlbermann,2
alecmooooody,KenGoldsholl,1
alecmooooody,KillerMartinis,1
alecmooooody,Kris_Sacrebleu,1
alecmooooody,KyleKulinski,1
alecmooooody,LOLGOP,1
alecmooooody,LadyOnTheMuna,1
alecmooooody,LarrySabato,1
alecmooooody,LatinoUSA,1
alecmooooody,LawyerRogelio,1
alecmooooody,LeeJasper,1
alecmooooody,LiberalMmama,1
alecmooooody,LifeOfThad,2
alecmooooody,Lis_Smith,1
alecmooooody,Lloyd_Oski,2
alecmooooody,LouisFarrakhan,2
alecmooooody,MEPFuller,1
alecmooooody,MLKstudios,1
alecmooooody,MadAboutYou77,1
alecmooooody,MarlowNYC,2
alecmooooody,Mary4MN,1
alecmooooody,McBlondeLand,1
alecmooooody,MichaelTCoffee,1
alecmooooody,MoaninMary,1
alecmooooody,MohamedGhilan,1
alecmooooody,MoreAndAgain,1
alecmooooody,MotherJones,1
alecmooooody,MtnMD,1
alecmooooody,NJMSeattle,1
alecmooooody,NRO,1
alecmooooody,NYDNgossip,1
alecmooooody,NaYaKnoMi,1
alecmooooody,Nate_Cohn,1
alecmooooody,NewDay,1
alecmooooody,Niggaspiracies,1
alecmooooody,OKCFOX,1
alecmooooody,Only4RM,1
alecmooooody,ParkerMolloy,1
alecmooooody,PrisonPlanet,1
alecmooooody,Progress4OHIO,3
alecmooooody,PutinistaJonez,1
alecmooooody,QrsChocolate,2
alecmooooody,RVAfuture,1
alecmooooody,Rain_Surname,1
alecmooooody,RawStory,3
alecmooooody,ReverendWrath,1
alecmooooody,RonHall46,1
alecmooooody,Rxbun,1
alecmooooody,SankofaMind,1
alecmooooody,ScofieldDidIt89,1
alecmooooody,SeaDimon,1
alecmooooody,SeanMcElwee,1
alecmooooody,SheWhoVotes,1
alecmooooody,SilERabbit,1
alecmooooody,Slate,4
alecmooooody,SocialPowerOne1,2
alecmooooody,SophiaCannon,1
alecmooooody,SouthSeaGold,1
alecmooooody,SpringerKM,1
alecmooooody,StephieGilley,1
alecmooooody,Suma4720,1
alecmooooody,Suntimes,1
alecmooooody,TEK_OG,1
alecmooooody,TUSK81,1
alecmooooody,TalibKweli,3
alecmooooody,Taniel,1
alecmooooody,TeeTweetsHere,1
alecmooooody,TheAcronymMaker,1
alecmooooody,TheBaxterBean,1
alecmooooody,ThePlumLineGS,1
alecmooooody,TheRealNews,1
alecmooooody,TheRickyDavila,1
alecmooooody,TheUndefeated,1
alecmooooody,TheWomensWatch,1
alecmooooody,TheXclass,1
alecmooooody,TheYoungTurks,3
alecmooooody,TinaDupuy,1
alecmooooody,ToriAdams1,1
alecmooooody,Truth247,1
alecmooooody,TulsiGabbard,2
alecmooooody,Twitlertwit,1
alecmooooody,UncleRUSH,1
alecmooooody,VABVOX,1
alecmooooody,VLRAmyCurtis,1
alecmooooody,VV4Change,1
alecmooooody,Valdensius,1
alecmooooody,Variety,1
alecmooooody,Vcondley2,1
alecmooooody,W7VOA,1
alecmooooody,WEKetchum,1
alecmooooody,Walldo,2
alecmooooody,Ward4Anderson,2
alecmooooody,WhiteHouse,1
alecmooooody,XMorphPhoenix,1
alecmooooody,YaoMingMtEverst,1
alecmooooody,ZaibatsuNews,1
alecmooooody,_Makada_,1
alecmooooody,_Malikalovess,1
alecmooooody,_blackintellect,1
alecmooooody,abresler,1
alecmooooody,abutler04,1
alecmooooody,activist360,1
alecmooooody,adbridgeforth,1
alecmooooody,amaditalks,1
alecmooooody,ananavarro,1
alecmooooody,angelenoesther,1
alecmooooody,avatarsucks,1
alecmooooody,benchmarkpol,1
alecmooooody,bennydiego,2
alecmooooody,bfraser747,1
alecmooooody,bigmacher,1
alecmooooody,blackflag_2012,1
alecmooooody,blacqer,1
alecmooooody,blakehounshell,1
alecmooooody,blicqer,5
alecmooooody,borzou,1
alecmooooody,bpolitics,1
alecmooooody,brandonbaskin,1
alecmooooody,brianefallon,1
alecmooooody,brikeilarcnn,1
alecmooooody,cafedotcom,1
alecmooooody,carolburris,1
alecmooooody,chellegaylor24,1
alecmooooody,chesterbadger3,1
alecmooooody,chillinginLV,1
alecmooooody,chrislhayes,1
alecmooooody,cp2austin,2
alecmooooody,crookedgop,1
alecmooooody,cut_50,1
alecmooooody,daveentrentmann,1
alecmooooody,daveweigel,1
alecmooooody,davidbeckwith,1
alecmooooody,davidfrum,1
alecmooooody,davidsirota,2
alecmooooody,dawnellemurray,1
alecmooooody,dcexaminer,1
alecmooooody,democracynow,1
alecmooooody,deray,1
alecmooooody,destiny221961,1
alecmooooody,dissentingj,1
alecmooooody,docrocktex26,3
alecmooooody,dodi70,1
alecmooooody,donald_g,2
alecmooooody,emilyrs,1
alecmooooody,existentialfish,1
alecmooooody,ezlusztig,2
alecmooooody,ezraklein,1
alecmooooody,gabriel_gmaraes,1
alecmooooody,girlsreallyrule,1
alecmooooody,gracels,1
alecmooooody,grahamputation,1
alecmooooody,granisnark12,1
alecmooooody,grimalkinrn,1
alecmooooody,guycecil,1
alecmooooody,helmicmom,1
alecmooooody,idiocracyworld,1
alecmooooody,igorvolsky,2
alecmooooody,jbarro,1
alecmooooody,jfreewright,1
alecmooooody,jilevin,1
alecmooooody,johnastoehr,1
alecmooooody,jonfavs,2
alecmooooody,joyceporterdunn,1
alecmooooody,jstnbradley,1
alecmooooody,jupiter896,1
alecmooooody,kemet2000,1
alecmooooody,kimmie99,1
alecmooooody,kristi_jmh,1
alecmooooody,kurteichenwald,1
alecmooooody,kylegriffin1,1
alecmooooody,lafantome,1
alecmooooody,lesliermyers,1
alecmooooody,libby_breen,1
alecmooooody,ma_nyc7,1
alecmooooody,maddyjrbrown,1
alecmooooody,markknoller,1
alecmooooody,mattdpearce,1
alecmooooody,mattzap,1
alecmooooody,mckaycoppins,1
alecmooooody,natespuewell,1
alecmooooody,natturnerx65,3
alecmooooody,nhdogmom,1
alecmooooody,nochillary2016,1
alecmooooody,nytimes,1
alecmooooody,onlxn,1
alecmooooody,people,1
alecmooooody,perfectsliders,1
alecmooooody,pkni,1
alecmooooody,politico,1
alecmooooody,prioritiesUSA,1
alecmooooody,puppymnkey,1
alecmooooody,rabihalameddine,1
alecmooooody,rachology216,2
alecmooooody,randygdub,1
alecmooooody,realDenaldTrump,1
alecmooooody,realDonaldTrump,2
alecmooooody,realGeorgeTorr,1
alecmooooody,richardhine,1
alecmooooody,ricky_raw,1
alecmooooody,rlavin10,1
alecmooooody,robertfranek,1
